id	title	year	nom	won	directed_by	running_time	screenplay_by	produced_by	starring	music_by	cinematography	editing_by	distributed_by	release_dates	story_by	studio	country	language	budget	box_office	url	key	best_pic	best_actor	best_cinemato	best_director	best_foreign	palme	goldenbear	goldenlion	htmlpath	best_actress	best_supp_actress	best_supp_actor	create_dt	update_dt	canonical	imdbid
	The Killing Fields	1984	7	3	Roland Joffé	141 minutes	Bruce Robinson	David Puttnam,Iain Smith	Sam Waterston,Dr. Haing S. Ngor,Craig T. Nelson,John Malkovich,Athol Fugard	Mike Oldfield	Chris Menges	Jim Clark	Warner Bros. (US),Columbia-EMI-Warner (UK)	2 November 1984 (1984-11-02)			United Kingdom	English,French,Khmer	$14.4 million[1]	$34,700,291	/wiki/The_Killing_Fields_(film)	thekillingfields	N	N	W	N					wiki/The_Killing_Fields_(film).html			W		2016-03-08 14:34:08	/wiki/The_Killing_Fields_(film)	tt0087553
	A Passage to India	1984	11	2	David Lean	163 minutes	David Lean	John Brabourne,Richard B. Goodwin	Peggy Ashcroft,Judy Davis,James Fox,Alec Guinness,Nigel Havers,Victor Banerjee	Maurice Jarre	Ernest Day	David Lean	Thorn EMI Screen Entertainment (UK),Columbia Pictures (US)	14 December 1984 (1984-12-14)		Thorn EMI,HBO	United Kingdom,United States	English	£17 million[1]	$27.2 million (US)[2]	/wiki/A_Passage_to_India_(film)	apassagetoindia	N		N	N					wiki/A_Passage_to_India_(film).html	N	N			2016-03-08 16:37:08	/wiki/A_Passage_to_India_(film)	tt0087892
	Places in the Heart	1984	7	2	Robert Benton	111 minutes		Arlene Donovan	Sally Field,Lindsay Crouse,Ed Harris,Amy Madigan,John Malkovich,Danny Glover	John Kander	Néstor Almendros	Carol Littleton	TriStar Pictures	September 21, 1984			United States	English	$9.5 million	$34,901,614	/wiki/Places_in_the_Heart	placesintheheart	N			N					wiki/Places_in_the_Heart.html	W	N	N		2016-03-08 16:39:07	/wiki/Places_in_the_Heart	tt0087921
	Purple Rain	1984	1	1	Albert Magnoli	111 minutes[1]		Robert Cavallo,Joseph Ruffalo,Steven Fargnoli	Prince,Apollonia Kotero,Morris Day,Olga Karlatos,Clarence Williams III	Prince,John L. Nelson,Michel Colombier	Donald E. Thorin	Albert Magnoli,Ken Robinson	Warner Bros. Pictures	July 27, 1984 (1984-07-27)			United States	English	$7.2 million	$68.4 million[2]	/wiki/Purple_Rain_(film)	purplerain									wiki/Purple_Rain_(film).html					2016-03-08 16:41:44	/wiki/Purple_Rain_(film)	tt0087957
	The Stone Carvers	1984	1	1	Marjorie Hunt,Paul Wagner	30 minutes		Marjorie Hunt,Paul Wagner	Vincent Palumbo,Roger Morigi			Paul Wagner,Barr Weissman		1984 (1984)			United States	English			/wiki/The_Stone_Carvers_(film)	thestonecarvers									wiki/The_Stone_Carvers_(film).html					2016-03-08 16:56:25	/wiki/The_Stone_Carvers_(film)	tt0088177
	The Times of Harvey Milk	1984	1	1	Rob Epstein	90 minutes		Richard Schmiechen,Rob Epstein,Gregory W. Bex	See Cast	Mark Isham	Frances Reid	Rob Epstein,Deborah Hoffmann	New Yorker Films	October 26, 1984 (1984-10-26)			United States	English		$29,802	/wiki/The_Times_of_Harvey_Milk	thetimesofharveymilk									wiki/The_Times_of_Harvey_Milk.html					2016-03-08 17:02:47	/wiki/The_Times_of_Harvey_Milk	tt0088275
	Up	1984	1	1	Mike Hoover,Tim Huntley	14 minutes		Mike Hoover	Ed Cesar,Erick McWayne					1984 (1984)			United States	English			/wiki/Up_(1984_film)	up									wiki/Up_(1984_film).html					2016-03-08 17:08:11	/wiki/Up_(1984_film)	tt0088332
	The Woman in Red	1984	1	1	Gene Wilder	87 minutes		Victor Drai	Gene Wilder,Charles Grodin,Joseph Bologna,Judith Ivey,Michael Huddleston,Kelly Le Brock,Gilda Radner	John Morris,Stevie Wonder	Fred Schuler		Orion Pictures	August 15, 1984 (1984-08-15)			United States	English		$25,308,147 (USA)	/wiki/The_Woman_in_Red_(1984_film)	thewomaninred									wiki/The_Woman_in_Red_(1984_film).html					2016-03-08 17:13:29	/wiki/The_Woman_in_Red_(1984_film)	tt0088414
	The Cotton Club	1984			Francis Ford Coppola	128 mins	William Kennedy,Francis Ford Coppola	Robert Evans	Richard Gere,Gregory Hines,Diane Lane,Lonette McKee,Bob Hoskins,James Remar,Nicolas Cage,Allen Garfield,Fred Gwynne	John Barry	Stephen Goldblatt	Barry Malkin,Robert Q. Lovett	Orion Pictures	December 14, 1984 (1984-12-14) (United States)	William Kennedy,Francis Ford Coppola,Mario Puzo	Totally Independent Productions,American Zoetrope	United States	English	$58 million	$25,928,721	/wiki/The_Cotton_Club_(film)	thecottonclub									wiki/The_Cotton_Club_(film).html					2016-03-08 18:52:25	/wiki/The_Cotton_Club_(film)	tt0087089
	Broadway Danny Rose	1984			Woody Allen	84 minutes		Robert Greenhut	Woody Allen,Mia Farrow,Nick Apollo Forte		Gordon Willis	Susan E. Morse	Orion Pictures Corporation	January 27, 1984 (1984-01-27) (U.S.)			United States	English	$8 million	$10,600,497	/wiki/Broadway_Danny_Rose	broadwaydannyrose				N					wiki/Broadway_Danny_Rose.html					2016-03-08 18:28:14	/wiki/Broadway_Danny_Rose	tt0087003
	Mukhamukham (Face to Face)	1984			Adoor Gopalakrishnan	107 mins		K. Ravindran Nair	P.Gangadharan Nair,Kaviyoor Ponnamma,Karamana Janardanan,Thilakan,Ashokan	M. B. Srinivasan	Mankada Ravi Varma	M. Mani		16 September 1984 (1984-09-16)		General Pictures	India	Malayalam			/wiki/Mukhamukham	mukhamukham									wiki/Mukhamukham.html					2016-03-08 18:40:54	/wiki/Mukhamukham	tt0087754
	After the Rehearsal	1984			Ingmar Bergman	70 min		Jörn Donner	Erland Josephson,Ingrid Thulin,Lena Olin,Nadja Palmstjerna-Weiss,Bertil Guve		Sven Nykvist			9 April 1984				Swedish			/wiki/After_the_Rehearsal	aftertherehearsal									wiki/After_the_Rehearsal.html					2016-03-08 21:09:43	/wiki/After_the_Rehearsal	tt0087193
	Where the Green Ants Dream	1984			Werner Herzog	100 minutes		Lucki Stipetic	Bruce Spence	Wandjuk Marika	Jörg Schmidt-Reitwein	Beate Mainka-Jellinghaus		1984			West Germany	English			/wiki/Where_the_Green_Ants_Dream	wherethegreenantsdream									wiki/Where_the_Green_Ants_Dream.html					2016-03-08 21:12:11	/wiki/Where_the_Green_Ants_Dream	tt0088412
	Ballad of the Little Soldier	1984			Werner Herzog,Denis Reichle	44 minutes		Werner Herzog	Werner Herzog,Denis Reichle	Isidoro Reyes,Paladino Taylor	Jorge Vignati,Michael Edols	Maximiliane Mainka	New Yorker Films	5 November 1984 (1984-11-05) (West Germany),3 April 1985 (1985-04-03) (United States)		Süddeutscher Rundfunk (SDR),Werner Herzog Filmproduktion	West Germany	English,German,Spanish,Miskito			/wiki/Ballad_of_the_Little_Soldier	balladofthelittlesoldier									wiki/Ballad_of_the_Little_Soldier.html					2016-03-08 21:13:20	/wiki/Ballad_of_the_Little_Soldier	tt0086936
	The Dark Glow of the Mountains	1984			Werner Herzog	45 min.		Werner Herzog	Reinhold Messner,Hans Kammerlander,Werner Herzog	Popol Vuh	Rainer Klausmann	Maximiliane Mainka	Werner Herzog Filmproduktion	1984		Sudfunk Stuttgart,Süddeutscher Rundfunk (SDR),Werner Herzog Filmproduktion	West Germany	German			/wiki/The_Dark_Glow_of_the_Mountains	thedarkglowofthemountains									wiki/The_Dark_Glow_of_the_Mountains.html					2016-03-08 21:13:25	/wiki/The_Dark_Glow_of_the_Mountains	tt0087317
	Yellow Earth	1984			Chen Kaige	89 minutes			Wang Xueqi	Zhao Jiping	Zhang Yimou			1984			China	Mandarin			/wiki/Yellow_Earth	yellowearth									wiki/Yellow_Earth.html					2016-03-08 21:15:38	/wiki/Yellow_Earth	tt0087433
	Once Upon a Time in America	1984			Sergio Leone	229 minutes (European release),139 minutes (US release)	Franco Arcalli,Leonardo Benvenuti,Piero De Bernardi,Franco Ferrini,Ernesto Gastaldi,Stuart M. Kaminsky,Sergio Leone,Enrico Medioli	Arnon Milchan	Robert De Niro,James Woods,Elizabeth McGovern,Joe Pesci,Burt Young,Tuesday Weld,Treat Williams	Ennio Morricone	Tonino Delli Colli	Nino Baragli	Warner Bros.	23 May 1984 (1984-05-23) (Cannes),1 June 1984 (1984-06-01) (US)		Embassy International,PSO Enterprises	United States[1],Italy[1]	English	$30 million	$5.3 million[2]	/wiki/Once_Upon_a_Time_in_America	onceuponatimeinamerica									wiki/Once_Upon_a_Time_in_America.html					2016-03-08 21:29:05	/wiki/Once_Upon_a_Time_in_America	tt087843
	Romancing the Stone	1984			Robert Zemeckis	106 minutes		Michael Douglas	Michael Douglas,Kathleen Turner,Danny DeVito,Alfonso Arau,Manuel Ojeda	Alan Silvestri	Dean Cundey	Donn Cambern,Frank Morriss	20th Century Fox	March 30, 1984 (1984-03-30)			United States	English	$10 million[1][2][3]	$86.5 million[4]	/wiki/Romancing_the_Stone	romancingthestone									wiki/Romancing_the_Stone.html					2016-03-08 21:32:37	/wiki/Romancing_the_Stone	tt0088011
	A Soldier's Story	1984			Norman Jewison	101 minutes		Norman Jewison	Howard E. Rollins, Jr.,Adolph Caesar	Herbie Hancock	Russell Boyd	Caroline Biggerstaff,Mark Warner	Columbia Pictures	September 13, 1984 (1984-09-13)		Columbia Pictures	United States	English		$21,821,347[1]	/wiki/A_Soldier's_Story	asoldiersstory	N								wiki/A_Soldier's_Story.html			N		2016-03-08 00:13:14	/wiki/A_Soldier%27s_Story	tt0088146
	Starman	1984			John Carpenter	115 minutes		Larry J. Franco,Michael Douglas	Jeff Bridges,Karen Allen,Charles Martin Smith,Richard Jaeckel	Jack Nitzsche	Donald M. Morgan	Marion Rothman	Columbia Pictures	December 14, 1984 (1984-12-14)			United States	English	$24 million	$28.7 million (US only)	/wiki/Starman_(film)	starman		N							wiki/Starman_(film).html					2016-03-09 11:28:40	/wiki/Starman_(film)	tt0088172
	Under the Volcano	1984			John Huston,Danny Huston (opening titles)	112 minutes		Michael Fitzgerald,Moritz Borman,Wieland Schulz-Keil	Albert Finney,Jacqueline Bisset,Anthony Andrews	Alex North	Gabriel Figueroa		Universal Pictures (USA),20th Century Fox (non-USA)	June 15, 1984 (1984-06-15)			United States	English		$2,556,800	/wiki/Under_the_Volcano_(film)	underthevolcano		N							wiki/Under_the_Volcano_(film).html					2016-03-09 11:28:44	/wiki/Under_the_Volcano_(film)	tt0088322
	The Natural	1984			Barry Levinson	137 minutes	Roger Towne,Phil Dusenberry	Mark Johnson	Robert Redford,Robert Duvall,Glenn Close,Kim Basinger,Wilford Brimley,Barbara Hershey,Robert Prosky,Richard Farnsworth	Randy Newman	Caleb Deschanel	Stu Linder	TriStar Pictures	May 11, 1984 (1984-05-11)			United States	English	$28 million	$47,951,979	/wiki/The_Natural_(film)	thenatural			N						wiki/The_Natural_(film).html		N			2016-03-09 12:27:24	/wiki/The_Natural_(film)	tt0087781
	The River	1984			Mark Rydell	122 minutes		Robert Cortes,Edward Lewis	Sissy Spacek,Mel Gibson,Scott Glenn	John Williams	Vilmos Zsigmond	Sidney Levin	Universal Pictures	December 19, 1984			United States	English	$18 million	$11.5 million	/wiki/The_River_(1984_film)	theriver			N						wiki/The_River_(1984_film).html	N				2016-03-09 12:27:31	/wiki/The_River_(1984_film)	tt0088007
	Camila	1984			María Luisa Bemberg	105 minutes		Lita Stantic	Susú Pecoraro,Imanol Arias,Héctor Alterio	Luis María Sierra	Fernando Arribas	Luis César D'Angiolillo		17 May 1984 (1984-05-17)			Argentina	Spanish			/wiki/Camila_(film)	camila					N				wiki/Camila_(film).html					2016-03-09 12:42:04	/wiki/Camila_(film)	tt0087027
	Sesión continua	1984			José Luis Garci	115 minutes		José Luis Garci	Adolfo Marsillach,Jesús Puente,Encarna Paso,Emma Suárez,María Casanova	Jesús Gluck	Manuel Rojas	Miguel González Sinde		1 September 1984 (1984-09-01)			Spain	Spanish			/wiki/Sesión_continua	sesioncontinua					N				wiki/Sesión_continua.html					2016-03-09 12:42:09	/wiki/Sesi%C3%B3n_continua	tt0088090
	Paris, Texas	1984			Wim Wenders	147 minutes[1]		Anatole Dauman,Don Guest	Harry Dean Stanton,Nastassja Kinski,Dean Stockwell,Aurore Clément,Hunter Carson	Ry Cooder	Robby Müller	Peter Przygodda	Tobis (West Germany),Argos Films (France),Palace Pictures (UK),20th Century Fox (US)	May 19, 1984 (1984-05-19) (Cannes),September 19, 1984 (1984-09-19) (France),November 9, 1984 (1984-11-09) (US),January 11, 1985 (1985-01-11) (West Germany)		Channel Four Films	West Germany,France,United Kingdom,United States	English	$1.8 million	$2.2 million[2]	/wiki/Paris,_Texas_(film)	paristexas						W			wiki/Paris,_Texas_(film).html					2016-03-09 13:09:55	/wiki/Paris,_Texas_(film)	tt0087884
	Love Streams	1984			John Cassavetes	141 minutes		Menahem Golan,Yoram Globus	Gena Rowlands,John Cassavetes,Diahnne Abbott,Seymour Cassel,Al Ruban	Bo Harwood	Al Ruban	George C. Villaseñor	Cannon Films	August 24, 1984			United States	English			/wiki/Love_Streams	lovestreams							W		wiki/Love_Streams.html					2016-03-09 13:15:03	/wiki/Love_Streams	tt0087644
	Flowers of Reverie	1984			László Lugossy	102 minutes			György Cserhalmi		Elemér Ragályi	László Lugossy		1984			Hungary	Hungarian			/wiki/Flowers_of_Reverie	flowersofreverie									wiki/Flowers_of_Reverie.html					2016-03-09 13:23:25	/wiki/Flowers_of_Reverie	tt0088217
	Birdy	1984			Alan Parker	120 minutes		Ned Kopp,David Manson,Alan Marshall	Matthew Modine,Nicolas Cage	Peter Gabriel	Michael Seresin	Gerry Hambling	TriStar Pictures	December 21, 1984			United States	English	$7.5 million	$1,455,045	/wiki/Birdy_(film)	birdy									wiki/Birdy_(film).html					2016-03-09 13:25:41	/wiki/Birdy_(film)	tt0086969
	This Is Spinal Tap	1984			Rob Reiner	82 minutes		Karen Murphy	Christopher Guest,Michael McKean,Harry Shearer,Rob Reiner,June Chadwick,Tony Hendra,Bruno Kirby	Christopher Guest,Michael McKean,Harry Shearer,Rob Reiner	Peter Smokler	Robert Leighton,Kent Beyda,Kim Secrist	Embassy Pictures	March 2, 1984 (1984-03-02)			United States	English	$2 million[1]	$4.7 million (North America)[2]	/wiki/This_Is_Spinal_Tap	thisisspinaltap									wiki/This_Is_Spinal_Tap.html					2016-03-09 13:27:28	/wiki/This_Is_Spinal_Tap	tt0088258
3156	Blood Simple	1984			Joel Coen,Ethan Coen (uncredited)	99 minutes[1]		Ethan Coen,Joel Coen (uncredited)	John Getz,Frances McDormand,Dan Hedaya,Samm-Art Williams,M. Emmet Walsh	Carter Burwell	Barry Sonnenfeld		Circle Films (1985),USA Films (2000)	September 7, 1984 (1984-09-07),(Toronto International Film Festival),October 12, 1984 (1984-10-12),(New York Film Festival),January 18, 1985 (USA)			United States	English		$3,851,855[2]	/wiki/Blood_Simple	bloodsimple															/wiki/Blood_Simple	tt0086979
3167	Falling in Love	1984			Ulu Grosbard	106 minutes		Marvin Worth	Robert De Niro,Meryl Streep,Dianne Wiest,David Clennon,Jane Kaczmarek,George Martin,Harvey Keitel	Dave Grusin	Peter Suschitzky		Paramount Pictures	November 21, 1984 (1984-11-21)			United States	English	$12 million	$11,129,057	/wiki/Falling_in_Love_(1984_film)	fallinginlove															/wiki/Falling_in_Love_(1984_film)	tt0087233
3261	All of Me	1984			Carl Reiner	93 minutes	Phil Alden Robinson,Henry Olek	Stephen J. Friedman	Steve Martin,Lily Tomlin,Richard Libertini,Victoria Tennant	Patrick Williams	Richard H. Kline		Universal Pictures	September 21, 1984 (1984-09-21)			United States	English		$36,403,064	/wiki/All_of_Me_(1984_film)	allofme															/wiki/All_of_Me_(1984_film)	tt0086873
3347	A Year of the Quiet Sun	1984			Krzysztof Zanussi	110 minutes		Film Polski	Maja Komorowska,Scott Wilson	Wojciech Kilar	Sławomir Idziak		Film Polski,SPI International Poland (TV KinoPolska "Masterpieces of Polish Cinema")	September, 1984 (premiere at VFF),25 February 1985 (Poland)			Poland,Germany,United States	Polish,English			/wiki/A_Year_of_the_Quiet_Sun	ayearofthequietsun									wiki/A_Year_of_the_Quiet_Sun.html						/wiki/A_Year_of_the_Quiet_Sun	tt0088009
	Country	1984			Richard Pearce	110 minutes		William D. Wittliff,Jessica Lange	Jessica Lange,Sam Shepard,Wilford Brimley	Charles Gross	David M. Walsh		Buena Vista Distribution	September 28, 1984 (1984-09-28)			United States	English		$9.64 million (United States)	/wiki/Country_(film)	country									wiki/Country_(film).html	N					/wiki/Country_(film)	tt0087091
	The Bostonians	1984			James Ivory	122 minutes		Ismail Merchant	Christopher Reeve,Vanessa Redgrave,Jessica Tandy,Madeleine Potter,Nancy Marchand,Wesley Addy,Barbara Bryne,Linda Hunt,Charles McCaughan,Nancy New,John Van Ness Philip,Wallace Shawn	Richard Robbins	Walter Lassally		Almi Pictures (USA)	2 August 1984 (1984-08-02) (United States)			United Kingdom,United States	English		$1,009,700[1]	/wiki/The_Bostonians_(film)	thebostonians									wiki/The_Bostonians_(film).html	N					/wiki/The_Bostonians_(film)	tt0086992
	The Karate Kid	1984			John G. Avildsen	127 minutes[1]		Jerry Weintraub	Ralph Macchio,Noriyuki "Pat" Morita,Elisabeth Shue	Bill Conti	James Crabe		Columbia Pictures	June 22, 1984 (1984-06-22)			United States	English	$8 million[2]	$90.8 million[3]	/wiki/The_Karate_Kid	thekaratekid									wiki/The_Karate_Kid.html			N			/wiki/The_Karate_Kid	tt0087538
	Greystoke: The Legend of Tarzan, Lord of the Apes	1984			Hugh Hudson	143 minutes		Hugh Hudson,Stanley S. Canter	Ralph Richardson,Ian Holm,James Fox,Christopher Lambert,Andie MacDowell	Sir Edward Elgar,John Scott	John Alcott		Warner Bros.	30 March 1984 (1984-03-30)			United Kingdom	English		$45,858,563	/wiki/Greystoke:_The_Legend_of_Tarzan,_Lord_of_the_Apes	greystokethelegendoftarzanlordoftheapes									wiki/Greystoke:_The_Legend_of_Tarzan,_Lord_of_the_Apes.html			N			/wiki/Greystoke:_The_Legend_of_Tarzan,_Lord_of_the_Apes	tt0087365
	Swing Shift	1984			Jonathan Demme	100 min.		Jerry Bick	Goldie Hawn,Kurt Russell,Christine Lahti,Fred Ward,Ed Harris	Peter Allen,Bruce Langhorne,Patrick Williams	Tak Fujimoto		Warner Bros.	April 13, 1984 (1984-04-13)			United States	English	$11 million	$6,650,206	/wiki/Swing_Shift_(film)	swingshift									wiki/Swing_Shift_(film).html		N				/wiki/Swing_Shift_(film)	tt0088213
	The Pope of Greenwich Village	1984			Stuart Rosenberg	121 minutes		Gene Kirkwood,Hawk Koch	Eric Roberts,Mickey Rourke,Daryl Hannah,Geraldine Page,Kenneth McMillan,Burt Young	Dave Grusin	John Bailey		Metro-Goldwyn-Mayer	June 22, 1984				English	$8,000,000 (estimated)[2]	$6,836,201 (USA)[2]	/wiki/The_Pope_of_Greenwich_Village	thepopeofgreenwichvillage									wiki/The_Pope_of_Greenwich_Village.html		N				/wiki/The_Pope_of_Greenwich_Village	tt0087932
	Back to the Future	1985	4	1	Robert Zemeckis	116 minutes[1]		Bob Gale,Neil Canton	Michael J. Fox,Christopher Lloyd,Lea Thompson,Crispin Glover	Alan Silvestri	Dean Cundey	Arthur Schmidt,Harry Keramidas	Universal Pictures	July 3, 1985 (1985-07-03)		Amblin Entertainment	United States	English	$19 million[2][3]	$389.1 million[2][3][4]	/wiki/Back_to_the_Future	backtothefuture									wiki/Back_to_the_Future.html					2016-03-08 11:39:07	/wiki/Back_to_the_Future	tt0088763
	Broken Rainbow	1985	1	1	Maria Florio,Victoria Mudd	70 min.		Maria Florio,Victoria Mudd	Laura Nyro,Buffy Sainte-Marie	Laura Nyro	Baird Bryant,Frederick Elmes,Victoria Mudd,Tony St. John,Joan Weidman	Joanne D'Antonio Maria Florio,Victoria Mudd,Vivien Hillgrove	Earthworks Productions	1985			United States.	English,Navajo			/wiki/Broken_Rainbow_(film)	brokenrainbow									wiki/Broken_Rainbow_(film).html					2016-03-08 12:26:20	/wiki/Broken_Rainbow_(film)	tt0088857
	Cocoon	1985	2	2	Ron Howard	117 minutes[2]	Tom Benedek	David Brown,Richard D. Zanuck	Don Ameche,Wilford Brimley,Hume Cronyn,Brian Dennehy,Jack Gilford,Steve Guttenberg,Maureen Stapleton,Jessica Tandy,Gwen Verdon,Herta Ware,Tahnee Welch	James Horner	Donald Peterman[1]	Daniel P. Hanley,Mike Hill	20th Century Fox	June 21, 1985 (1985-06-21)			United States	English	$17.5 million[3]	$85.3 million[4]	/wiki/Cocoon_(film)	cocoon									wiki/Cocoon_(film).html			W		2016-03-08 12:31:44	/wiki/Cocoon_(film)	tt0088933
	Kiss of the Spider Woman	1985	4	1	Héctor Babenco	121 minutes[1]	Leonard Schrader	Francisco Ramalho Jr.,David Weisman	William Hurt,Raúl Juliá,Sonia Braga,José Lewgoy,Milton Gonçalves,Denise Dumont	Nando Carneiro,John Neschling	Rodolfo Sánchez	Mauro Alice	Embrafilme (Brazil),Island Alive,FilmDallas Pictures (US)	May 13, 1985 (1985-05-13) (Cannes),July 26, 1985 (1985-07-26)			Brazil,United States	English,French,Portuguese,German		$17,005,229[2]	/wiki/Kiss_of_the_Spider_Woman_(film)	kissofthespiderwoman	N	W		N					wiki/Kiss_of_the_Spider_Woman_(film).html					2016-03-08 14:34:46	/wiki/Kiss_of_the_Spider_Woman_(film)	tt0089424
	Mask	1985	1	1	Peter Bogdanovich	119 minutes		Martin Starger	Cher,Sam Elliott,Eric Stoltz	Dennis Ricotta	László Kovács	Barbara Ford	Universal Pictures	March 8, 1985 (1985-03-08)			United States	English		$48.2 million[1]	/wiki/Mask_(film)	mask									wiki/Mask_(film).html					2016-03-08 14:44:37	/wiki/Mask_(film)	tt0089560
	Molly's Pilgrim	1985	1	1	Jeffrey D. Brown	24 minutes		Jeffrey D. Brown,Barbara Bryant,Chris Pelzer	Lilly Balaban,Jessica Bertan	Brooke Halpin	Mark Trottenberg	Scott Morris	Phoenix Films	1985 (1985)			United States	English			/wiki/Molly's_Pilgrim	mollyspilgrim									wiki/Molly's_Pilgrim.html					2016-03-08 09:46:03	/wiki/Molly%27s_Pilgrim	tt0089612
